0.064439091	53
0.064464952	80
0.064480743	23
0.064490918	25
0.064501560	21
0.064511952	22
0.064522040	5
0.064532644	16
0.064548228	7
0.064559194	4
0.065300972	99
0.065325098	51
0.065335692	82
0.065345918	14
0.065356427	100
0.065366811	79
0.065377862	28
0.065388443	30
0.065399119	34
0.065410130	98
0.065425593	83
0.065437582	44
0.065448218	65
0.065458494	31
0.065468702	20
0.065479446	54
0.065490619	33
0.065501196	46
0.065513846	61
0.065524018	69
0.066513562	13
0.066534661	89
0.066550321	91
0.066560762	3
0.066571210	85
0.066581380	29
0.066591756	8
0.066603877	45
0.066618088	12
0.066628752	78
0.066638850	70
0.066648961	90
0.066659594	81
0.066669791	64
0.066680800	56
0.066691056	24
0.066702854	67
0.066713409	55
0.066723603	11
0.066733681	88
0.066743907	57
0.066754115	38
0.066764319	97
0.066774503	87
0.066789369	1
0.066813043	52
0.066823476	42
0.066833703	43
0.066843830	95
0.066854975	84
0.066865247	66
0.066875404	71
0.066885840	59
0.066897089	76
0.066907974	27
0.066918154	36
0.066928791	2
0.066938973	17
0.066949119	32
0.066960216	75
0.068150532	62
0.068167086	77
0.068178045	96
0.068198631	68
0.068209286	93
0.068223007	19
0.068233266	73
0.068244011	47
0.068254136	63
0.068264226	49
0.068274254	94
0.068287632	72
0.068298502	37
0.068311414	10
0.068322054	50
0.068332400	74
0.068342397	58
0.068352476	35
0.068362495	40
0.068372634	26
0.068382995	41
0.068395857	86
0.068406020	92
0.068416096	15
0.068426179	18
0.068451078	39
0.068461720	9
0.068474563	48
0.068485812	60
0.068496131	6
